Date,Open,High,Low,Close,perct
1990-07-03,0.0,0.0,0.0,279.02,
1990-07-05,0.0,0.0,0.0,284.04,1.7991541824958972
1990-07-06,0.0,0.0,0.0,289.04,1.7603154485283738
1990-07-09,0.0,0.0,0.0,289.69,0.22488236922224303
1990-07-10,0.0,0.0,0.0,288.69,-0.34519658945770004
1990-07-11,0.0,0.0,0.0,293.3,1.5968686133915213
1990-07-12,0.0,0.0,0.0,296.21,0.9921581997954121
1990-07-13,0.0,0.0,0.0,296.34,0.043887782316588186
1990-07-16,0.0,0.0,0.0,287.96,-2.82783289464804
1990-07-17,0.0,0.0,0.0,295.39,2.580219474927077
1990-07-18,0.0,0.0,0.0,298.23,0.9614408070686409
1990-07-19,0.0,0.0,0.0,301.5,1.096469168091744
1990-07-20,0.0,0.0,0.0,302.59,0.36152570480926727
1990-07-25,0.0,0.0,0.0,321.76,6.335305198453355
1990-07-26,0.0,0.0,0.0,323.58,0.5656389855793122
1990-07-27,0.0,0.0,0.0,329.65,1.8758884974349428
1990-07-30,0.0,0.0,0.0,347.44,5.396632792355533
1990-08-03,0.0,0.0,0.0,337.29,-2.9213677181671613
1990-08-07,0.0,0.0,0.0,331.45,-1.7314477156156585
1990-08-08,0.0,0.0,0.0,322.11,-2.817921255091264
1990-08-09,0.0,0.0,0.0,325.69,1.1114215640619705
1990-08-10,0.0,0.0,0.0,333.35,2.3519297491479705
1990-08-13,0.0,0.0,0.0,348.98,4.688765561721908
1990-08-16,0.0,0.0,0.0,349.39,0.11748524270731764
1990-08-17,0.0,0.0,0.0,347.99,-0.40069835999885584
1990-08-20,0.0,0.0,0.0,353.19,1.494295813098077
1990-08-21,0.0,0.0,0.0,363.66,2.9644100908859343
1990-08-22,0.0,0.0,0.0,369.95,1.72963757355771
1990-08-23,0.0,0.0,0.0,368.14,-0.4892553047709214
1990-08-27,0.0,0.0,0.0,384.78,4.520019557776919
1990-08-28,0.0,0.0,0.0,384.39,-0.10135661936691065
1990-08-29,0.0,0.0,0.0,384.88,0.12747470017431795
1990-08-30,0.0,0.0,0.0,400.06,3.9440864685096813
