Date,Open,High,Low,Close,perct
1990-07-03,0.0,0.0,0.0,279.02,
1990-07-05,0.0,0.0,0.0,284.04,
1990-07-06,0.0,0.0,0.0,289.04,
1990-07-09,0.0,0.0,0.0,289.69,
1990-07-10,0.0,0.0,0.0,288.69,
1990-07-11,0.0,0.0,0.0,293.3,
1990-07-12,0.0,0.0,0.0,296.21,
1990-07-13,0.0,0.0,0.0,296.34,
1990-07-16,0.0,0.0,0.0,287.96,
1990-07-17,0.0,0.0,0.0,295.39,
1990-07-18,0.0,0.0,0.0,298.23,
1990-07-19,0.0,0.0,0.0,301.5,
1990-07-20,0.0,0.0,0.0,302.59,
1990-07-25,0.0,0.0,0.0,321.76,15.317898358540603
1990-07-26,0.0,0.0,0.0,323.58,13.920574566962387
1990-07-27,0.0,0.0,0.0,329.65,14.049958483254898
1990-07-30,0.0,0.0,0.0,347.44,19.93510304118196
1990-08-03,0.0,0.0,0.0,337.29,16.834666943780533
1990-08-07,0.0,0.0,0.0,331.45,13.007159904534603
1990-08-08,0.0,0.0,0.0,322.11,8.743796630768713
1990-08-09,0.0,0.0,0.0,325.69,9.904164135789983
1990-08-10,0.0,0.0,0.0,333.35,15.762605917488543
1990-08-13,0.0,0.0,0.0,348.98,18.142117200988523
1990-08-16,0.0,0.0,0.0,349.39,17.154545149716654
1990-08-17,0.0,0.0,0.0,347.99,15.419568822553913
1990-08-20,0.0,0.0,0.0,353.19,16.722297498264993
1990-08-21,0.0,0.0,0.0,363.66,13.02212829438092
1990-08-22,0.0,0.0,0.0,369.95,14.330304715989854
1990-08-23,0.0,0.0,0.0,368.14,11.676020021234649
1990-08-27,0.0,0.0,0.0,384.78,10.747179369099698
1990-08-28,0.0,0.0,0.0,384.39,13.964244418749445
1990-08-29,0.0,0.0,0.0,384.88,16.120078443204108
1990-08-30,0.0,0.0,0.0,400.06,24.199807519170463
1990-09-03,0.0,0.0,0.0,407.13,25.005373207651445
1990-09-04,0.0,0.0,0.0,392.47,17.735113244337782
1990-09-05,0.0,0.0,0.0,389.82,11.702676371138736
1990-09-06,0.0,0.0,0.0,396.51,13.486361945104335
1990-09-07,0.0,0.0,0.0,404.11,16.12690019828156
1990-09-10,0.0,0.0,0.0,411.11,16.399105297431987
1990-09-11,0.0,0.0,0.0,422.07,16.061705989110692
