Date,Open,High,Low,Close,perct
1990-07-03,0.0,0.0,0.0,279.02,
1990-07-05,0.0,0.0,0.0,284.04,
1990-07-06,0.0,0.0,0.0,289.04,
1990-07-09,0.0,0.0,0.0,289.69,
1990-07-10,0.0,0.0,0.0,288.69,
1990-07-11,0.0,0.0,0.0,293.3,
1990-07-12,0.0,0.0,0.0,296.21,6.160848684682094
1990-07-13,0.0,0.0,0.0,296.34,4.330376003379797
1990-07-16,0.0,0.0,0.0,287.96,-0.3736507057846836
1990-07-17,0.0,0.0,0.0,295.39,1.967620559908866
1990-07-18,0.0,0.0,0.0,298.23,3.304582770445805
1990-07-19,0.0,0.0,0.0,301.5,2.7957722468462123
1990-07-20,0.0,0.0,0.0,302.59,2.153877316768501
1990-07-25,0.0,0.0,0.0,321.76,8.577984747249772
1990-07-26,0.0,0.0,0.0,323.58,12.369773579663843
1990-07-27,0.0,0.0,0.0,329.65,11.598226074003847
1990-07-30,0.0,0.0,0.0,347.44,16.500687388928
1990-08-03,0.0,0.0,0.0,337.29,11.870646766169159
1990-08-07,0.0,0.0,0.0,331.45,9.537658217389875
1990-08-08,0.0,0.0,0.0,322.11,0.10877672799603033
1990-08-09,0.0,0.0,0.0,325.69,0.6520798566042458
1990-08-10,0.0,0.0,0.0,333.35,1.1224025481571402
1990-08-13,0.0,0.0,0.0,348.98,0.44324199861847546
1990-08-16,0.0,0.0,0.0,349.39,3.5874173559844422
1990-08-17,0.0,0.0,0.0,347.99,4.990194599487111
1990-08-20,0.0,0.0,0.0,353.19,9.648877712582646
1990-08-21,0.0,0.0,0.0,363.66,11.658325401455372
1990-08-22,0.0,0.0,0.0,369.95,10.979451027448619
1990-08-23,0.0,0.0,0.0,368.14,5.490285976273697
1990-08-27,0.0,0.0,0.0,384.78,10.129082114542484
1990-08-28,0.0,0.0,0.0,384.39,10.460070691686525
1990-08-29,0.0,0.0,0.0,384.88,8.972507715393974
1990-08-30,0.0,0.0,0.0,400.06,10.009349392289508
1990-09-03,0.0,0.0,0.0,407.13,10.050006757669962
1990-09-04,0.0,0.0,0.0,392.47,6.608898788504391
1990-09-05,0.0,0.0,0.0,389.82,1.3098393887416364
1990-09-06,0.0,0.0,0.0,396.51,3.1530476859439602
1990-09-07,0.0,0.0,0.0,404.11,4.996362502598203
